TDS,Turbidity,pH,Temperature,Humidity,Result
55.98,5.46,1.17,95.9,26.5,Medium
268.73,62.29,7.11,58.96,23.68,Medium
477.54,14.95,2.42,7.29,25.5,Medium
470.11,74.65,3.1,1.15,26.59,Medium
242.94,44.81,3.69,54.06,40.2,Medium
107.91,13.85,0.45,16.38,95.55,Medium
20.49,68.32,1.42,33.4,29.29,Medium
267.52,0.83,5.04,3.3,51.17,Medium
405.33,74.17,4.43,39.33,91.45,Medium
327.65,67.28,1.84,85.7,15.1,Medium
490.34,36.32,4.34,81.29,60.25,Medium
69.11,47.71,2.38,78.76,15.95,Medium
441.14,88.21,7.36,9.24,69.92,Medium
251.14,35.96,7.48,42.5,8.49,Medium
100.5,75.84,3.05,58.19,79.38,Medium
478.65,59.02,7.9,69.03,2.27,Medium
285.54,53.97,6.87,20.58,77.28,Medium
339.51,60.18,2.18,39.5,6.41,Medium
470.51,57.98,0.39,52.74,49.32,Medium
94.32,1.62,2.09,73.95,55.26,Medium
340.23,0.87,1.76,93.4,46.78,Medium
69.96,84.73,3.16,70.21,96.74,Medium
152.46,18.1,5.19,45.38,74.64,Medium
422.01,50.55,5.59,74.23,79.73,Medium
374.81,18.16,6.87,99.22,11.78,Medium
231.7,94.32,6.62,1.72,3.92,Medium
125.53,55.3,4.91,71.45,92.07,Medium
159.73,90.61,4.72,9.3,3.59,Medium
237.06,42.48,7.48,89.12,99.62,Medium
386.12,67.37,4.12,90.81,12.44,Medium
475.69,71.99,4.01,29.04,88.23,Low
161.68,73.37,5.5,57.22,22.22,Medium
243.53,67.28,0.39,93.99,70.45,Medium
63.59,36.98,2.96,14.68,98.76,Medium
231.89,77.43,7.22,46.61,17.1,Medium
151.91,6.06,3.97,14.68,13.28,Medium
238.87,47.86,4.27,34.09,94.84,Medium
373.36,34.37,2.35,49.72,17.94,Medium
460.36,18.74,6.51,94.55,81.96,Medium
490.54,77.03,6.34,84.08,56.51,Medium
90.56,11.25,4.35,57.89,23.99,Medium
197.99,45.34,7.56,2.1,14.71,Medium
370.0,55.59,6.05,67.28,39.19,Medium
29.91,95.46,4.27,65.79,64.35,Medium
59.41,14.54,3.36,30.56,57.6,Medium
159.65,22.96,4.31,28.61,69.46,Medium
63.44,46.87,1.49,18.96,38.38,Medium
257.37,72.95,1.87,91.94,67.72,Medium
76.54,19.69,5.46,14.87,65.2,Medium
486.21,98.44,4.7,44.84,92.83,Medium
496.41,16.28,1.53,6.98,34.76,Medium
339.73,86.93,3.65,21.57,0.44,Medium
92.81,34.96,3.97,48.18,55.52,Medium
241.53,84.74,7.34,93.21,52.18,Medium
301.72,92.42,7.65,90.11,62.03,Medium
495.1,51.97,6.32,63.18,45.97,Medium
324.39,75.18,7.27,43.49,14.99,Medium
16.01,14.93,1.74,27.64,0.31,Medium
99.61,5.43,1.35,83.99,5.95,Medium
453.95,82.25,6.77,23.99,25.22,Low
279.9,93.94,2.11,68.39,26.53,Medium
48.5,54.96,3.56,43.35,55.65,Medium
384.88,75.24,1.21,98.41,16.48,Medium
257.65,30.67,7.69,14.0,12.28,Medium
262.18,41.0,5.06,51.25,28.94,Medium
350.05,49.2,4.49,11.02,72.41,Medium
178.7,52.45,7.67,34.1,31.29,Medium
307.2,82.55,5.14,42.51,4.76,Medium
492.59,24.44,0.23,52.2,54.51,Medium
38.79,1.33,6.22,9.8,7.39,Medium
140.29,82.01,2.51,98.03,56.11,Medium
196.95,50.75,3.18,69.01,79.55,Medium
277.8,91.24,2.64,21.17,97.44,Medium
498.02,42.84,6.26,4.63,77.5,Medium
252.79,65.03,6.7,66.41,76.43,Medium
333.13,25.05,1.46,63.87,75.03,Medium
316.11,16.61,0.02,29.2,76.18,Medium
38.12,66.58,7.4,49.36,33.67,Medium
162.3,70.32,6.65,85.08,37.27,Medium
413.76,17.64,1.02,74.44,88.53,Medium
489.78,2.56,0.87,11.14,90.76,Medium
336.18,55.26,6.78,11.07,38.52,Medium
274.16,26.67,4.11,97.92,77.19,Medium
164.7,5.38,7.2,72.77,74.61,Medium
223.38,18.08,1.07,8.71,54.99,Medium
84.45,71.35,7.99,2.69,83.51,Medium
122.9,86.38,1.11,62.22,75.59,Medium
438.91,10.61,3.69,88.23,9.46,Medium
70.01,81.23,4.68,29.43,88.68,Low
268.74,44.77,7.47,37.82,27.25,Medium
499.51,35.06,1.59,61.38,72.8,Medium
294.99,63.7,4.23,91.71,47.67,Medium
325.54,54.51,3.35,8.61,56.63,Medium
79.62,35.74,7.73,25.22,93.68,Medium
55.34,43.77,7.39,85.87,48.84,Medium
119.08,4.1,2.5,22.32,37.34,Low
133.81,30.65,3.45,73.48,26.18,Medium
221.21,57.98,6.58,30.07,12.75,Medium
109.35,25.31,5.17,41.09,46.03,Medium
12.73,25.44,3.02,62.6,7.17,Medium
29.34,79.69,0.31,34.55,99.48,Medium
162.34,39.0,0.25,27.42,11.56,Medium
6.23,20.28,2.99,39.65,72.96,Medium
475.44,39.2,5.5,2.82,23.65,Medium
411.02,54.44,1.21,78.46,78.66,Medium
405.54,28.76,6.38,63.57,12.12,Medium
341.65,38.24,3.88,91.25,40.47,Medium
315.71,69.64,6.84,47.17,23.18,Medium
49.84,79.4,6.44,34.34,41.14,Medium
109.0,39.72,5.64,18.79,49.65,Medium
456.62,55.42,0.69,29.61,94.37,Low
477.4,8.54,5.83,78.88,66.31,Medium
413.97,84.96,1.65,16.37,70.75,Medium
233.67,79.52,0.54,95.86,71.91,Medium
326.02,5.28,2.73,97.68,11.22,Medium
42.16,72.85,6.49,67.49,46.62,Medium
125.13,19.49,7.5,91.53,86.06,Medium
278.99,58.9,5.52,73.18,3.92,Medium
338.42,80.01,3.45,45.71,4.26,Medium
324.3,68.26,1.93,10.8,25.18,Medium
192.27,34.92,5.04,16.51,48.96,Medium
415.51,6.67,0.4,72.7,27.93,Medium
83.3,25.32,3.91,85.66,64.09,Medium
305.4,31.97,6.08,21.49,21.83,Medium
64.83,80.02,1.42,89.58,83.22,Medium
78.1,94.36,4.1,57.36,71.2,Medium
151.08,79.63,7.93,57.65,51.66,Medium
43.56,96.89,4.78,16.81,8.62,Medium
75.55,11.43,6.54,6.25,37.58,Medium
34.03,6.99,3.31,22.56,97.19,Low
338.1,82.53,3.78,30.55,9.06,Medium
3.62,99.88,0.96,55.2,35.62,Medium
6.37,71.39,0.4,45.26,93.58,Medium
322.67,72.23,1.31,80.43,65.71,Medium
403.35,71.35,0.3,43.54,77.71,Medium
284.15,0.41,0.78,14.29,9.26,Medium
235.24,83.69,4.27,37.22,26.56,Medium
496.01,66.76,0.11,55.63,39.76,Medium
397.02,21.16,5.32,91.47,0.85,Medium
41.19,40.25,1.08,45.14,76.84,Medium
210.73,8.89,5.09,57.69,69.88,Medium
158.85,73.12,6.56,98.41,93.57,Medium
199.5,15.56,1.47,20.08,73.05,Medium
90.01,80.3,5.23,93.43,7.2,Medium
152.03,35.29,1.81,16.82,67.12,Medium
377.34,34.35,6.17,95.22,85.76,Medium
334.33,7.77,3.66,45.21,61.3,Medium
402.46,54.22,4.61,9.66,52.52,Medium
271.32,56.25,5.02,10.53,23.39,Medium
382.54,98.56,6.69,29.75,72.89,Medium
416.38,45.77,1.92,10.2,95.11,Medium
257.65,40.96,5.88,46.58,46.48,Medium
143.71,96.71,1.31,58.44,12.69,Medium
423.39,93.62,4.48,48.1,0.93,Medium
450.94,25.42,3.14,54.41,18.87,Medium
31.02,25.07,3.71,37.29,37.06,Medium
435.77,50.29,0.26,41.29,2.83,Medium
105.92,17.77,0.76,98.01,50.96,Medium
245.19,77.28,4.27,18.7,74.08,Medium
65.09,38.02,3.6,72.87,28.58,Medium
343.67,33.97,2.06,57.41,38.78,Medium
352.71,36.25,5.23,88.01,5.21,Medium
443.29,45.55,7.12,60.6,0.71,Medium
293.77,92.82,0.83,45.25,69.69,Medium
115.48,50.38,5.03,72.89,84.23,Medium
235.14,53.44,1.08,25.35,37.22,Medium
354.59,94.74,6.26,67.33,53.34,Medium
158.02,58.97,2.86,45.16,17.49,Medium
334.23,27.99,6.33,3.1,19.82,Medium
400.47,87.35,3.65,36.51,38.05,Medium
54.54,35.69,6.85,32.82,65.59,Medium
445.67,46.99,3.01,18.3,64.06,Medium
263.52,44.32,0.5,89.11,28.34,Medium
289.57,5.65,0.26,25.11,17.48,Medium
45.28,30.02,5.88,79.17,47.28,Medium
116.96,2.45,2.3,3.42,94.57,Medium
35.55,11.36,5.15,35.8,10.31,Medium
334.41,68.37,3.11,51.4,3.81,Medium
218.23,47.56,2.23,5.18,6.76,Medium
132.12,39.54,3.21,2.09,81.44,Medium
283.47,61.68,0.41,26.06,55.51,Medium
72.35,14.57,7.66,3.49,22.83,Medium
376.77,45.06,3.83,13.84,98.59,Medium
388.46,47.21,4.02,6.58,83.34,Medium
424.67,14.55,1.55,7.97,89.4,Medium
270.3,56.15,2.06,16.88,21.5,Medium
397.13,40.02,5.88,70.4,84.66,Medium
184.05,46.05,2.67,98.1,25.79,Medium
359.65,81.45,4.7,55.74,99.19,Medium
465.7,82.19,5.13,25.98,19.72,Low
144.9,25.85,7.61,92.37,67.21,Medium
301.28,31.1,0.57,73.66,3.98,Medium
5.18,58.86,0.37,55.3,72.58,Medium
50.72,54.51,6.97,54.63,84.89,Medium
265.47,33.09,6.31,50.16,27.88,Medium
474.56,95.26,5.93,21.63,53.15,Low
116.31,86.27,3.3,83.41,48.29,Medium
427.64,72.73,6.5,10.74,9.82,Medium
426.04,76.35,3.51,0.48,21.93,Medium
267.63,80.88,5.28,45.62,46.07,Medium
228.38,91.2,1.61,32.45,54.21,Medium
253.19,49.33,4.3,8.39,37.44,Medium
379.77,78.49,7.64,87.38,13.6,Medium
184.16,63.07,5.37,30.09,73.62,Medium
37.43,30.16,3.04,9.75,62.38,Medium
403.2,4.3,0.9,36.61,93.0,Medium
315.85,65.99,0.52,7.45,39.95,Medium
254.39,86.34,4.98,13.75,38.46,Medium
175.26,68.87,2.1,9.87,32.83,Medium
103.31,58.12,2.75,23.08,92.34,Low
363.58,52.05,3.54,81.91,33.17,Medium
217.55,28.02,7.24,77.29,25.99,Medium
293.88,46.16,4.87,33.26,47.25,Medium
215.91,10.65,6.49,2.65,70.12,Medium
131.21,14.66,1.18,23.5,43.43,Medium
212.46,85.09,1.44,71.54,29.15,Medium
315.71,30.39,4.85,45.86,54.35,Medium
379.38,72.61,4.01,70.24,91.27,Medium
466.34,98.98,3.51,61.81,64.8,Medium
464.9,20.87,0.01,56.33,2.83,Medium
71.46,3.25,3.52,90.75,34.13,Medium
199.29,3.9,2.05,82.95,44.32,Medium
470.59,76.78,2.84,61.12,85.93,Medium
424.93,87.44,3.3,89.06,58.23,Medium
356.07,12.61,3.12,48.78,54.94,Medium
237.13,96.24,5.55,34.77,95.88,Medium
303.78,19.2,4.79,22.59,97.26,Medium
361.38,7.17,4.79,25.68,38.12,Medium
49.57,79.01,0.1,76.08,80.04,Medium
493.1,61.19,6.89,18.12,70.01,Medium
209.12,4.29,4.88,11.83,4.24,Medium
185.89,74.42,5.82,84.96,20.24,Medium
181.97,44.9,2.13,55.57,80.76,Medium
52.04,9.95,5.99,88.95,82.57,Medium
164.04,31.19,0.13,19.03,89.23,Medium
148.77,68.08,5.89,7.32,81.35,Medium
326.85,39.95,7.91,94.82,23.98,Medium
177.52,54.56,0.0,44.32,10.5,Medium
333.69,90.8,2.64,84.05,72.41,Medium
403.01,15.84,4.34,75.53,78.6,Medium
7.39,70.46,0.76,87.13,94.76,Medium
52.7,90.29,5.25,42.03,52.45,Medium
40.21,79.42,4.2,21.76,59.91,Low
132.25,48.28,6.24,15.05,97.0,Medium
330.76,89.64,6.43,64.67,74.93,Medium
230.65,1.64,4.9,99.68,30.74,Medium
325.68,92.31,4.57,62.55,98.82,Medium
220.48,51.92,5.93,26.04,60.94,Medium
237.69,45.9,1.91,95.71,97.72,Medium
130.68,62.83,5.66,78.19,78.73,Medium
115.62,99.14,2.15,25.18,6.68,Low
24.53,0.88,1.62,14.08,9.54,Medium
254.13,15.07,1.41,77.3,47.67,Medium
460.05,38.37,0.06,91.42,2.52,Medium
181.34,40.69,0.21,85.61,35.68,Medium
6.97,38.56,0.84,86.02,87.29,Medium
470.81,30.21,0.19,50.33,83.62,Medium
203.47,46.19,7.44,74.68,76.6,Medium
187.67,6.2,3.59,89.49,49.96,Medium
471.68,38.8,4.28,45.23,1.46,Medium
203.93,32.34,3.13,27.91,5.74,Medium
115.41,72.72,7.85,55.66,23.61,Medium
39.9,90.83,5.1,60.93,66.56,Medium
356.83,82.67,6.46,27.0,18.11,Medium
406.68,22.48,3.09,80.62,9.73,Medium
157.58,53.96,6.91,19.16,56.61,Medium
298.03,5.08,4.38,53.62,8.07,Medium
101.85,70.7,1.09,8.23,99.18,Medium
8.28,64.06,2.55,67.22,50.71,Medium
493.89,46.24,0.78,65.34,0.3,Medium
215.39,41.69,2.17,45.7,30.64,Medium
161.2,19.24,1.68,7.53,23.43,Medium
4.16,11.96,3.11,15.12,69.66,Medium
240.28,51.55,5.94,13.06,83.99,Medium
299.0,31.53,0.54,43.98,67.81,Medium
200.75,77.39,1.82,78.74,61.77,Medium
314.04,58.92,2.7,49.09,48.52,Medium
252.65,90.71,5.15,52.97,61.8,Medium
46.5,47.93,7.81,47.44,71.68,Medium
359.18,55.0,6.73,92.8,78.13,Medium
413.13,74.5,7.41,63.8,85.12,Medium
12.93,93.13,6.24,63.66,91.81,Medium
21.5,46.31,6.19,82.04,78.63,Medium
250.7,80.7,6.9,90.83,4.19,Medium
124.57,89.42,4.69,2.36,73.85,Medium
113.05,7.14,0.65,43.21,67.23,Medium
32.51,57.15,5.34,24.91,71.73,Low
209.8,85.34,0.37,41.34,64.11,Medium
40.67,68.59,0.91,19.62,62.06,Medium
376.41,62.69,2.92,95.07,5.63,Medium
141.85,89.32,1.15,46.55,86.46,Medium
415.37,2.79,0.64,22.93,92.91,Low
224.88,10.85,1.57,19.27,12.2,Medium
111.27,80.49,3.9,41.7,54.97,Medium
322.43,7.86,2.25,23.6,85.69,Medium
254.54,39.59,4.81,18.68,64.92,Medium
383.1,99.65,6.63,50.98,2.51,Medium
351.34,7.35,0.58,0.72,52.58,Medium
453.27,7.56,2.83,94.13,14.21,Medium
436.44,72.75,5.06,36.08,44.82,Medium
195.45,56.04,5.28,67.15,58.57,Medium
283.09,47.45,2.18,56.77,83.4,Medium
76.53,52.72,2.04,0.1,41.22,Medium
175.37,85.07,1.64,9.55,3.96,Medium
378.71,55.67,5.54,92.09,9.23,Medium
199.48,34.4,3.04,30.57,34.04,Medium
103.77,85.28,3.83,91.07,4.49,Medium
486.33,67.73,1.47,23.49,3.06,Low
389.76,93.24,0.36,13.18,66.63,Medium
162.61,33.71,1.96,54.76,98.46,Medium
488.38,88.68,3.72,28.28,39.4,Low
8.51,32.5,7.21,90.79,12.71,Medium
264.87,84.73,7.03,36.44,17.46,Medium
199.06,59.32,5.57,82.04,7.92,Medium
211.3,85.76,5.33,6.75,24.13,Medium
123.63,6.86,0.8,2.88,5.24,Medium
32.59,34.1,6.84,44.1,24.62,Medium
177.68,10.52,2.68,96.05,37.88,Medium
257.54,95.59,6.23,31.88,59.46,Medium
449.92,3.1,6.38,32.92,29.37,Medium
80.71,55.77,7.74,72.59,78.02,Medium
190.33,49.26,2.89,50.29,63.99,Medium
304.78,11.12,4.0,5.4,10.38,Medium
113.99,91.63,1.25,55.9,29.75,Medium
267.32,20.36,3.05,42.33,45.89,Medium
438.7,39.67,5.8,88.55,70.47,Medium
479.4,57.86,1.83,63.41,2.87,Medium
332.52,42.25,3.9,4.83,10.72,Medium
34.36,44.91,6.91,22.35,60.65,Medium
162.93,74.45,5.47,9.57,40.86,Medium
210.15,25.9,4.5,59.13,90.34,Medium
426.13,30.76,4.28,59.94,60.87,Medium
83.35,22.81,0.02,6.13,12.23,Medium
25.79,34.82,4.15,72.81,15.55,Medium
404.32,53.25,6.54,60.87,89.38,Medium
70.51,38.66,2.95,3.63,61.97,Medium
140.08,77.17,7.29,58.27,74.5,Medium
21.62,87.48,6.9,99.55,46.66,Medium
283.83,56.8,4.22,99.28,58.32,Medium
175.59,1.79,1.76,49.55,84.77,Medium
132.64,13.03,2.09,38.1,8.44,Medium
363.17,93.15,0.98,44.75,70.85,Medium
471.23,32.11,7.29,54.94,63.82,Medium
382.69,18.67,1.79,72.54,52.71,Medium
272.82,14.72,3.16,19.25,53.28,Medium
36.07,32.38,3.0,71.98,41.0,Medium
313.7,63.9,2.46,73.34,43.49,Medium
35.33,30.2,0.91,79.06,73.65,Medium
315.58,52.5,6.56,34.6,37.94,Medium
116.96,13.24,6.63,35.97,76.93,Medium
467.23,40.25,5.33,59.53,3.98,Medium
453.01,22.52,1.16,70.19,37.88,Medium
29.37,68.26,4.87,59.27,45.78,Medium
197.47,60.89,4.91,94.78,24.86,Medium
366.17,65.93,1.52,26.54,22.0,Medium
299.08,54.95,5.55,24.45,39.72,Medium
479.86,58.3,2.45,88.65,4.47,Medium
246.35,57.81,2.19,68.37,10.73,Medium
262.74,83.92,7.65,44.76,82.77,Medium
339.26,1.16,6.59,15.83,19.2,Medium
18.4,73.7,6.38,70.18,34.78,Medium
423.89,29.63,3.97,5.42,31.89,Medium
475.94,36.22,4.64,61.0,98.68,Medium
186.45,25.37,3.6,52.77,79.37,Medium
375.97,48.62,4.31,69.93,92.89,Medium
304.69,70.95,7.18,66.23,63.18,Medium
111.88,14.27,6.19,6.75,95.75,Medium
331.55,57.04,1.16,85.57,12.16,Medium
424.76,44.53,2.8,91.33,87.99,Medium
188.48,50.83,1.55,16.88,46.89,Medium
106.31,99.01,6.01,56.0,59.22,Medium
214.1,72.51,3.37,27.31,71.42,Medium
300.23,37.67,7.14,35.3,19.12,Medium
32.18,16.85,5.13,83.13,51.64,Medium
128.15,14.34,4.53,29.37,16.35,Medium
480.5,43.81,2.53,55.45,27.01,Medium
439.0,51.06,0.02,54.15,5.94,Medium
407.66,74.85,0.23,71.4,85.67,Medium
495.97,58.25,4.48,67.88,68.74,Medium
410.34,87.19,7.76,46.24,25.05,Medium
453.25,28.37,3.99,88.1,26.75,Medium
356.41,83.73,6.03,19.62,3.92,Medium
284.42,16.28,0.35,80.91,90.03,Medium
380.74,9.95,7.25,9.32,78.21,Medium
30.36,9.97,2.65,56.13,88.58,Medium
471.34,61.49,7.6,17.87,13.69,Medium
243.22,50.91,0.87,81.55,45.74,Medium
234.43,33.24,3.41,72.7,66.99,Medium
92.29,45.66,4.39,75.39,49.85,Medium
183.12,47.28,6.33,76.35,10.79,Medium
230.74,59.99,1.23,20.04,24.62,Medium
428.72,59.56,0.59,42.08,39.48,Medium
92.26,75.27,6.04,98.81,31.33,Medium
301.14,7.28,2.83,79.61,65.58,Medium
21.23,57.13,5.9,64.44,53.58,Medium
452.0,10.94,2.95,97.66,34.5,Medium
412.43,54.28,1.44,61.52,24.77,Medium
341.05,99.26,7.57,97.64,88.29,Medium
82.91,12.56,5.45,50.44,23.48,Medium
200.01,31.66,0.07,84.76,96.46,Medium
42.53,49.11,2.63,2.93,31.06,Medium
286.0,89.98,0.99,62.11,25.04,Medium
17.56,47.43,3.47,66.68,9.65,Medium
53.95,14.24,7.96,19.1,86.12,Medium
16.94,38.82,1.0,22.27,92.93,Medium
115.93,42.68,0.36,22.07,79.34,Medium
248.03,83.23,1.89,29.43,81.94,Medium
160.44,11.85,6.78,8.71,15.66,Medium
429.52,97.18,7.59,66.58,86.38,Medium
313.72,74.51,1.96,16.65,87.23,Medium
489.64,21.35,2.53,35.25,98.1,Medium
299.97,34.45,6.52,82.54,94.17,Medium
6.71,7.92,6.55,83.22,19.1,Medium
147.59,33.44,1.32,21.82,2.4,Medium
323.16,46.36,7.24,13.45,93.11,Medium
166.45,51.24,3.22,6.95,81.03,Medium
474.14,69.2,2.3,30.85,76.96,Medium
311.31,65.53,5.5,73.68,80.37,Medium
470.39,3.54,4.23,22.55,37.55,Low
198.63,37.99,2.09,71.63,51.06,Medium
430.46,74.46,7.95,70.47,63.32,Medium
278.03,95.07,5.94,39.56,50.56,Medium
212.11,78.26,3.36,89.43,6.04,Medium
280.27,37.44,2.89,80.69,79.01,Medium
27.55,54.32,1.99,67.29,71.48,Medium
458.01,82.48,7.5,54.08,34.46,Medium
472.66,55.38,5.04,74.02,36.39,Medium
141.62,66.95,0.36,12.08,95.24,Medium
300.43,21.18,5.77,45.48,40.33,Medium
236.31,58.18,1.29,36.26,5.05,Medium
5.1,12.4,2.67,27.54,17.43,Medium
226.46,47.58,7.55,27.65,22.5,Medium
324.69,94.83,7.31,88.56,53.9,Medium
408.8,88.64,1.33,68.39,41.76,Medium
485.05,90.85,6.27,48.09,95.62,Medium
178.59,37.52,7.31,58.91,26.4,Medium
60.39,16.83,2.66,45.53,53.33,Medium
469.92,23.59,4.54,2.03,40.49,Medium
39.02,44.02,4.37,38.6,47.66,Medium
246.23,46.78,1.05,36.11,90.03,Medium
36.78,11.54,0.68,39.41,74.51,Medium
282.97,77.33,1.15,68.58,28.64,Medium
228.95,92.16,2.11,44.6,33.14,Medium
448.51,91.88,4.2,7.31,1.31,Medium
444.27,50.21,3.94,43.57,59.52,Medium
355.41,5.16,5.05,39.59,15.34,Medium
17.75,11.5,3.38,69.28,46.08,Medium
413.08,27.43,7.42,68.31,77.56,Medium
123.54,21.49,3.99,69.38,77.65,Medium
115.27,31.11,2.04,53.69,92.59,Medium
142.79,31.15,2.47,64.66,3.13,Medium
54.35,5.48,7.55,31.52,47.67,Medium
199.22,39.56,1.6,94.11,19.07,Medium
88.83,53.98,7.09,67.05,51.15,Medium
175.36,58.42,5.44,4.1,52.84,Medium
450.4,5.44,4.3,11.75,61.38,Medium
6.84,0.23,6.45,66.76,52.59,Medium
166.66,83.92,4.57,71.01,68.16,Medium
137.46,29.01,7.98,87.31,40.76,Medium
10.88,66.97,6.36,23.76,12.28,Medium
140.15,77.51,4.12,39.42,37.75,Medium
480.91,96.48,3.94,91.54,15.46,Medium
22.62,29.12,0.37,16.29,6.37,Medium
425.76,69.33,2.65,44.68,38.86,Medium
157.68,43.43,0.65,92.42,74.8,Medium
187.72,24.69,6.23,54.98,6.26,Medium
200.22,59.65,0.53,22.92,42.85,Medium
3.31,73.59,4.12,48.47,80.11,Medium
21.85,73.29,3.32,5.61,74.98,Medium
453.84,77.06,5.32,82.53,7.57,Medium
71.23,66.84,5.71,39.92,29.84,Medium
401.74,5.3,7.14,14.15,8.93,Medium
120.84,21.33,3.66,76.97,93.7,Medium
89.2,93.59,2.38,65.71,2.17,Medium
4.98,87.85,4.03,87.05,56.8,Medium
7.3,43.28,5.54,3.39,53.8,Medium
30.36,28.78,3.36,40.21,22.34,Medium
406.22,79.86,0.75,64.78,75.04,Medium
1.6,82.13,5.59,3.44,83.43,Medium
65.65,85.37,5.12,68.73,4.32,Medium
5.3,85.27,7.44,86.34,42.6,Medium
197.85,30.65,0.43,33.84,0.94,Medium
112.2,67.57,5.74,36.58,93.52,Medium
322.27,18.48,7.36,4.53,12.69,Medium
51.27,98.29,1.87,88.04,31.45,Medium
23.19,60.28,4.57,94.37,93.77,Medium
392.67,11.11,0.54,90.44,58.43,Medium
66.75,38.68,0.77,65.94,11.1,Medium
330.58,71.43,6.09,8.12,6.44,Medium
369.26,33.47,3.42,51.82,85.36,Medium
81.52,63.4,2.9,6.44,36.09,Medium
211.73,0.46,2.54,5.22,91.86,Medium
94.98,24.43,4.86,61.15,43.97,Medium
220.04,56.49,6.24,77.34,81.81,Medium
6.92,21.32,5.02,1.71,55.92,Medium
292.33,52.63,4.92,92.49,61.99,Medium
272.57,10.7,0.2,45.49,9.88,Medium
274.14,91.08,6.07,17.81,47.31,Medium
188.86,69.17,5.09,9.54,99.06,Medium
80.33,41.67,5.56,13.49,62.68,Medium
335.54,59.29,2.3,89.36,69.72,Medium
440.79,42.88,6.84,67.39,17.89,Medium
193.25,97.39,5.22,40.65,45.77,Medium
31.82,27.78,6.47,86.29,78.88,Medium
100.86,26.94,5.46,67.55,97.29,Medium
423.37,32.39,6.84,83.38,69.43,Medium
281.2,46.47,7.36,27.96,35.97,Medium
135.3,2.83,7.38,58.68,47.21,Medium
177.32,37.57,7.28,98.29,67.8,Medium
115.42,57.51,3.22,10.09,36.77,Medium
124.05,61.16,4.56,54.89,95.34,Medium
210.12,83.62,3.34,58.38,62.17,Medium
152.83,17.0,6.14,43.05,20.23,Medium
241.13,79.59,6.57,71.28,9.13,Medium
12.33,50.94,5.6,77.39,73.28,Medium
399.92,31.39,3.39,91.15,2.76,Medium
90.37,38.15,3.51,74.75,2.52,Medium
444.55,14.82,7.81,70.01,58.91,Medium
424.04,60.68,3.68,44.79,31.48,Medium
51.83,32.31,2.1,27.78,57.42,Medium
492.91,18.88,2.79,55.54,75.92,Medium
20.72,49.05,6.76,84.66,33.64,Medium
99.38,5.81,1.49,38.57,80.59,Medium
364.65,12.18,1.96,54.53,69.86,Medium
131.75,41.36,7.48,25.43,14.92,Medium
10.82,31.51,5.95,1.22,78.09,Medium
99.84,93.33,3.57,55.81,48.91,Medium
415.86,85.08,7.56,85.96,66.97,Medium
413.34,23.32,0.92,91.67,47.34,Medium
362.82,77.79,6.52,32.18,70.56,Medium
34.29,49.47,6.81,70.0,65.22,Medium
425.53,60.19,1.99,60.92,81.65,Medium
449.48,49.53,0.23,76.92,89.67,Medium
234.28,2.9,7.31,94.41,17.15,Medium
46.6,69.75,7.92,9.37,53.93,Medium
5.41,36.25,7.98,75.3,59.71,Medium
228.95,21.13,6.24,95.87,56.01,Medium
499.16,96.23,4.11,44.18,78.06,Medium
212.55,23.32,6.95,46.54,43.89,Medium
67.93,63.12,6.89,72.8,34.19,Medium
291.15,20.11,2.67,23.58,48.16,Medium
395.33,69.06,5.82,3.87,40.72,Medium
436.92,25.95,2.26,3.42,38.84,Medium
148.82,3.89,2.53,55.06,39.97,Medium
192.11,26.45,2.43,60.07,53.24,Medium
107.11,88.69,5.68,13.55,7.78,Medium
272.25,46.0,7.01,85.83,67.51,Medium
364.65,71.16,0.61,27.4,82.66,Medium
449.97,20.28,1.7,10.86,84.59,Medium
222.19,22.98,7.08,58.31,61.63,Medium
322.6,99.6,5.55,30.72,22.05,Medium
344.75,58.11,5.96,31.96,99.54,Medium
15.71,79.43,2.7,73.78,34.45,Medium
334.18,18.51,1.92,3.12,15.65,Medium
41.37,43.23,1.5,63.94,5.71,Medium
193.69,50.67,3.13,10.92,72.36,Medium
14.51,39.14,7.34,83.64,45.97,Medium
405.18,30.9,1.66,49.05,41.71,Medium
23.72,67.19,5.74,17.49,73.41,Medium
153.81,99.56,5.71,23.76,44.95,Low
282.01,50.26,5.9,46.14,80.48,Medium
76.75,31.93,4.57,28.72,57.09,Medium
199.28,16.57,6.03,6.9,52.63,Medium
442.78,47.18,5.23,35.51,62.33,Medium
396.25,93.56,5.67,8.34,33.46,Medium
203.16,39.24,1.38,70.7,19.04,Medium
119.13,99.85,2.36,31.88,84.31,Medium
59.0,3.32,3.86,95.86,39.8,Medium
469.39,87.08,7.79,20.33,6.0,Medium
351.21,43.14,3.26,89.06,40.3,Medium
20.96,5.77,5.16,92.65,91.17,Medium
188.31,21.67,4.61,24.38,28.84,Medium
435.4,67.0,4.53,70.38,53.53,Medium
162.77,52.91,7.91,24.09,99.24,Medium
147.54,85.92,3.78,35.64,28.03,Medium
242.94,33.96,4.94,31.98,28.26,Medium
72.59,74.77,6.1,9.27,88.24,Medium
339.41,59.16,5.03,22.34,64.44,Medium
122.92,41.98,6.62,41.45,86.09,Medium
197.43,43.57,3.62,43.32,89.99,Medium
451.57,20.01,6.35,45.44,82.6,Medium
414.63,98.79,7.95,3.02,34.95,Medium
